judgment_text,target
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. considering the period of incarceration, bail is granted. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the accused is ready to furnish reliable sureties and cooperate with trial. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. there is a strong possibility of the accused tampering with evidence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the accused is ready to furnish reliable sureties and cooperate with trial. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. granting bail at this crucial stage of investigation would derail justice. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the applicant has deep roots in society and is not likely to flee from justice. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the allegations are of a very serious nature and societal impact is high. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. the investigation is complete and charge sheet has been filed. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the investigation is complete and charge sheet has been filed. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the allegations are of a very serious nature and societal impact is high. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the prima facie involvement of the applicant is clearly established. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the accused has a criminal history and might repeat the offence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. considering the period of incarceration, bail is granted. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. granting bail at this crucial stage of investigation would derail justice. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. considering the period of incarceration, bail is granted. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the applicant has deep roots in society and is not likely to flee from justice. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the allegations are of a very serious nature and societal impact is high. the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the accused has a criminal history and might repeat the offence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that no prima facie case is made out against the accused at this stage. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. the allegations are of a very serious nature and societal impact is high. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that the accused has a criminal history and might repeat the offence. the prima facie involvement of the applicant is clearly established. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that considering the period of incarceration, bail is granted. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the investigation is complete and charge sheet has been filed. the accused is ready to furnish reliable sureties and cooperate with trial. no prima facie case is made out against the accused at this stage. In view of the above, the bail application is allowed.",1
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the accused is ready to furnish reliable sureties and cooperate with trial. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that the prima facie involvement of the applicant is clearly established. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
"Upon hearing the counsels, it is observed that the applicant has deep roots in society and is not likely to flee from justice. the investigation is complete and charge sheet has been filed. In view of the above, the bail application is allowed.",1
"Having perused the case diary, the court notes that there is a strong possibility of the accused tampering with evidence. granting bail at this crucial stage of investigation would derail justice. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. the accused has a criminal history and might repeat the offence. Therefore, the bail application stands rejected.",0
"Having perused the case diary, the court notes that granting bail at this crucial stage of investigation would derail justice. there is a strong possibility of the accused tampering with evidence. Therefore, the bail application stands rejected.",0
